6912000,259,226.491,0,0,0,0
6998400,259,226.478,0,0,0,0
7084800,259,226.466,0,0,0,0
7171200,258,226.449,0,0,0,0
7257600,258,226.445,0,0,0,0
7344000,257,226.44,0,0,0,0
7430400,257,226.425,0,0,0,0
7516800,256,226.415,0,0,0,0
7603200,256,226.42,0,0,0,0
7689600,255,226.43,0,0,0,0
7776000,255,226.44,0,0,0,0
7862400,253,226.426,0,0,0,0
7948800,249,226.395,0,0,0,0
8035200,245,226.371,0,0,0,0
8121600,240,226.362,0,0,0,0
8208000,235,226.36,0,0,0,0
8294400,231,226.365,0,0,0,0
8380800,226,226.379,0,0,0,0
8467200,222,226.395,0,0,0,0
8553600,218,226.395,0,0,0,0
8640000,216,226.386,0,0,0,0
8726400,213,226.377,0,0,0,0
8812800,211,226.36,0,0,0,0
8899200,209,226.33,0,0,0,0
8985600,206,226.3,0,0,0,0
9072000,204,226.277,0,0,0,0
9158400,202,226.257,0,0,0,0
9244800,202,226.239,0,0,0,0
9331200,201,226.225,0,0,0,0
9417600,201,226.209,0,0,0,0
9504000,201,226.187,0,0,0,0
9590400,200,226.169,0,0,0,0
9676800,200,226.163,0,0,0,0
9763200,200,226.165,0,0,0,0
9849600,200,226.169,0,0,0,0
9936000,200,226.168,0,0,0,0
10022400,200,226.162,0,0,0,0
10108800,200,226.158,0,0,0,0
10195200,200,226.155,0,0,0,0
10281600,200,226.152,0,0,0,0
10368000,200,226.153,0,0,0,0
10454400,200,226.154,0,0,0,0
10540800,200,226.154,0,0,0,0
10627200,200,226.151,0,0,0,0
10713600,200,226.154,0,0,0,0
10800000,200,226.155,0,0,0,0
10886400,200,226.151,0,0,0,0
10972800,200,226.145,0,0,0,0
11059200,200,226.139,0,0,0,0
11145600,200,226.139,0,0,0,0
11232000,200,226.136,0,0,0,0
11318400,200,226.136,0,0,0,0
11404800,200,226.133,0,0,0,0
11491200,200,226.129,0,0,0,0
11577600,200,226.127,0,0,0,0
11664000,200,226.127,0,0,0,0
11750400,200,226.132,0,0,0,0
11836800,200,226.139,0,0,0,0
11923200,202,226.149,0,0,0,0
12009600,203,226.162,0,0,0,0
12096000,206,226.18,0,0,0,0
12182400,209,226.203,0,0,0,0
12268800,212,226.227,0,0,0,0
12355200,218,226.244,0,0,0,0
12441600,226,226.26,0,0,0,0
12528000,238,226.288,0,0,0,0
12614400,254,226.319,0,0,0,0
12700800,276,226.346,0,0,0,0
12787200,305,226.374,0,0,0,0
12873600,342,226.412,0,0,0,0
12960000,388,226.466,0,0,0,0
13046400,444,226.542,0,0,0,0
13132800,509,226.624,0,0,0,0
13219200,582,226.715,0,0,0,0
13305600,663,226.86,0,0,0,0
13392000,749,227.098,0,0,0,0
13478400,840,227.348,0,0,0,0
13564800,933,227.546,0,0,0,0
13651200,1030,227.651,0,0,0,0
13737600,1120,227.711,0,0,0,0
13824000,1220,227.841,0,0,0,0
13910400,1310,228.078,0,0,0,0
13996800,1380,228.371,0,0,0,0
14083200,1420,228.907,0,0,0,0
14169600,1420,229.729,0,0,0,0
14256000,1380,230.225,0,0,0,0
14342400,1320,229.871,0,0,0,0
14428800,1250,228.243,0,0,0,0
14515200,1170,227.689,0,0,0,0
14601600,1100,227.389,0,0,0,0
14688000,1060,227.235,0,0,0,0
14774400,1090,227.248,0,0,0,0
14860800,1080,227.244,0,0,0,0
14947200,1050,227.157,0,0,0,0
15033600,974,227.019,0,0,0,0
15120000,917,226.875,0,0,0,0
15206400,900,226.824,0,0,0,0
15292800,900,226.82,0,0,0,0
15379200,877,226.788,0,0,0,0
15465600,846,226.744,0,0,0,0
15552000,812,226.689,0,0,0,0
15638400,792,226.649,0,0,0,0
15724800,768,226.606,0,0,0,0
15811200,735,226.539,0,0,0,0
15897600,713,226.488,0,0,0,0
15984000,698,226.459,0,0,0,0
16070400,676,226.408,0,0,0,0
16156800,656,226.363,0,0,0,0
16243200,646,226.336,0,0,0,0
16329600,639,226.322,0,0,0,0
16416000,633,226.304,0,0,0,0
16502400,638,226.323,0,0,0,0
16588800,648,226.348,0,0,0,0
16675200,652,226.354,0,0,0,0
16761600,661,226.37,0,0,0,0
16848000,717,226.483,0,0,0,0
16934400,852,226.764,0,0,0,0
17020800,978,227.063,0,0,0,0
17107200,1030,227.205,0,0,0,0
17193600,1040,227.244,0,0,0,0
17280000,1040,227.259,0,0,0,0
17366400,1030,227.273,0,0,0,0
17452800,1040,227.295,0,0,0,0
17539200,1030,227.293,0,0,0,0
17625600,1000,227.255,0,0,0,0
17712000,972,227.197,0,0,0,0
17798400,939,227.13,0,0,0,0
17884800,920,227.094,0,0,0,0
17971200,911,227.083,0,0,0,0
18057600,896,227.065,0,0,0,0
18144000,870,227.013,0,0,0,0
18230400,874,227.016,0,0,0,0
18316800,928,227.136,0,0,0,0
18403200,941,227.188,0,0,0,0
